query,Question,variant_id,variant,chunking_method,similarity,chunk_index,chunk_text,rank,filename
need for complex skincare routines for sensitive skin,No,dense_prose__recursive,dense_prose,recursive,0.763,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",7,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__recursive,structured_content,recursive,0.763,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",8,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__recursive,dense_prose,recursive,0.756,7," rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the routine feels sustainable, soothing, and in service of your skin’s unique needs.",9,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__semantic,structured_content,semantic,0.791,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,1,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__semantic,dense_prose,semantic,0.79,7,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection.",2,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__semantic,structured_content,semantic,0.785,16,"For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood.",3,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__semantic,q_and_a,semantic,0.781,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,4,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__semantic,q_and_a,semantic,0.78,14,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood.",5,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__semantic,q_and_a,semantic,0.767,13,Are eye creams or spot treatments necessary for sensitive skin at night?,6,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__semantic,dense_prose,semantic,0.765,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation.",7,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__semantic,structured_content,semantic,0.765,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation.",8,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__semantic,dense_prose,semantic,0.758,10," The best skincare routine isn’t the one with the most steps, but the one you return to nightly, confident it won’t betray your trust.",9,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__tokens,structured_content,tokens,0.791,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,1,skincare_retrieval_results_20250612_0833.csv
